stop_code,BS_ID,STOP_NAME,STOP_LAT,STOP_LONG,max_ons,log_max_ons
14699,4699,Folsom St&Stoneman St NW-NS/SB,37.74521,-122.41345,,
14700,4700,Folsom St&Tompkins Ave NE-FS/PS,37.73718,-122.41344,,
14701,4701,Folsom St&Tompkins Ave NW-NS/PS,37.73716,-122.41352,,
14714,4714,Frederick St&Arguello Blvd NE-NS/PS,37.76606,-122.4576,14,10..20
14718,4718,Frederick St&Stanyan St NW-FS/BZ,37.76641,-122.45326,6,5..10
14719,4719,Frederick St&Willard St NW-FS/BZ,37.76621,-122.45491,7,5..10
14720,4720,Frederick St&Willard St SW-NS/BZ,37.76609,-122.4547,6,5..10
14725,4725,Fremont St&Market St E-NS/SI,37.79165,-122.39815,121,100..200
14726,4726,Ferry Plaza N-MB/BZ,37.79405,-122.39345,2,2..5
14727,4727,Ferry Plaza S-MB/BZ,37.79392,-122.39344,4,2..5
14730,4730,Fulton St&4TH Ave NW-FS/BZ,37.77395,-122.46166,3,2..5
14731,4731,Fulton St&4TH Ave SE-FS/BZ,37.77384,-122.46125,15,10..20
14732,4732,Fulton St&6TH Ave NW-FS/BZ,37.77364,-122.46385,105,100..200
14733,4733,Fulton St&6TH Ave SE-FS/BZ,37.77353,-122.46384,43,20..50
14734,4734,Fulton St&8TH Ave NW-FS/BZ,37.77347,-122.46605,62,50..100
14735,4735,Fulton St&8TH Ave SE-FS/BZ,37.77332,-122.46574,103,100..200
14736,4736,Fulton St&10TH Ave NW-FS/BZ,37.77335,-122.46839,9,5..10
14737,4737,Fulton St&10TH Ave SE-FS/BZ,37.77325,-122.46761,34,20..50
14742,4742,Fulton St&18TH Ave NW-FS/BZ,37.77296,-122.47678,4,2..5
14746,4746,Fulton St&22ND Ave NW-FS/BZ,37.77276,-122.48134,7,5..10
14747,4747,Fulton St&22ND Ave SE-FS/BZ,37.77266,-122.48061,28,20..50
14748,4748,Fulton St&25TH Ave NW-FS/BZ,37.77259,-122.48431,41,20..50
14749,4749,Fulton St&25TH Ave SE-FS/BZ,37.77255,-122.4841,61,50..100
14751,4751,Fulton St&28TH Ave SE-FS/BZ,37.77235,-122.48717,20,20..50
14753,4753,Fulton St&30TH Ave SE-FS/BZ,37.77224,-122.48919,26,20..50
14755,4755,Geary Blvd&Park Presidio Blvd NW-FS,37.78069,-122.47242,76,50..100
14756,4756,Geary Blvd&Park Presidio Blvd SW-NS,37.78053,-122.47268,285,200..500
14757,4757,Geary St&Powell St NW-FS/BZ,37.7874,-122.40839,350,200..500
14758,4758,Geary Blvd&Masonic Ave N-MB/BZ,37.78254,-122.44669,178,100..200
14760,4760,Geary Blvd&Scott St NE-NS/BZ,37.78385,-122.43776,20,20..50
14761,4761,Geary Blvd&Scott St SE-FS/BZ,37.78362,-122.43767,63,50..100
14762,4762,Geary Blvd&Spruce St NE-NS/BZ,37.78185,-122.45308,48,20..50
14763,4763,Geary Blvd&Spruce St SW-NS/BZ,37.7816,-122.45326,87,50..100
14764,4764,Geary Blvd&Stanyan Blvd SW-NS/BZ,37.78126,-122.45643,33,20..50
14765,4765,Geary Blvd&St Joseph's Ave SE-FS/BZ,37.7828,-122.44254,34,20..50
14766,4766,Geary St&Stockton St NE-NS/BB,37.78763,-122.40657,496,200..500
14767,4767,Geary St&Taylor St NW-FS/BZ,37.78698,-122.41168,132,100..200
14768,4768,Geary Blvd&Van Ness Ave NW-FS/BB,37.78575,-122.42158,443,200..500
14769,4769,Geary Blvd&Webster St NE-NS/BZ,37.78464,-122.43102,49,20..50
14771,4771,Academy of Sciences S-NS/BZ,37.77044,-122.46615,10,10..20
14772,4772,Golden Gate Park Museums N-NS/BZ,37.77053,-122.46893,23,20..50
14783,4783,Gilman Ave&3rd St E-NS/PS,37.72246,-122.39542,154,100..200
14784,4784,Gilman Ave&Griffith St W-NS/PS,37.71823,-122.38827,24,20..50
14785,4785,Gilman Ave&Ingalls St E-NS/SB,37.72035,-122.39173,32,20..50
14786,4786,Gilman Ave&Jennings St E-NS/PS,37.72141,-122.3936,39,20..50
14787,4787,Glen Park Station E-NS/SI,37.73253,-122.43342,18,10..20
14788,4788,Glen Park Station W-FS/SI,37.7324,-122.43386,10,10..20
14792,4792,Gennessee St&Flood Ave NW-NS/PS,37.72996,-122.45121,13,10..20
14795,4795,1650 Geneva Ave N-FS/BZ,37.71187,-122.42819,13,10..20
14796,4796,1650 Geneva Ave S-MB/PS,37.71174,-122.42829,9,5..10
14798,4798,1721 Geneva Ave NE-MB/PS,37.71108,-122.42627,16,10..20
14799,4799,1701 Geneva Ave S-FS/BZ,37.71072,-122.42576,17,10..20
14803,4803,Balboa Park BART Station NE-MB/BZ,37.7208,-122.44674,105,100..200
14805,4805,Balboa Park BART Station SW-MB/BZ,37.72095,-122.44738,305,200..500
14808,4808,Geneva Ave&Castillo St E-NS/PS,37.7079,-122.41823,2,2..5
14809,4809,Geneva Ave&Castillo St SW-MI/PS,37.7077,-122.41841,0,0..2
14810,4810,Geneva Ave&Cayuga Ave E-NS/BZ,37.71893,-122.44355,30,20..50
14811,4811,Geneva Ave&Cayuga Ave S-FS/BZ,37.71872,-122.44355,41,20..50
14817,4817,Kiska Rd&Reardon Rd NE-NS,37.73004,-122.37711,5,5..10
14818,4818,Kearny St&Bush St NE-FS/BZ,37.791,-122.40398,6,5..10
14819,4819,Kearny St&California St NE-FS/BZ,37.79288,-122.40436,11,10..20
14820,4820,Kearny St&Clay St NE-FS/BZ,37.7947,-122.40474,32,20..50
14821,4821,Kearny St&Geary St NE-FS/BZ,37.78805,-122.40346,971,500..1000
14822,4822,Kearny St&Jackson St SE-NS/BZ,37.79613,-122.40503,41,20..50
14823,4823,Kearny St&North Point St SE-NS/BZ,37.80718,-122.40721,263,200..500
14824,4824,Kearny St&Pacific Ave NE-FS/SB,37.79733,-122.40527,123,100..200
14826,4826,Kearny St&Sutter St SE-NS/BZ,37.78975,-122.40372,7,5..10
14827,4827,Kirkwood Ave&Dormitory Rd N-FS,37.72988,-122.37527,6,5..10
14838,4838,Lake Merced&Middlefield Dr NE-NS,37.72963,-122.4864,9,5..10
14839,4839,Lake Merced&Middlefield Dr SE-FS/SB,37.72944,-122.48629,9,5..10
14842,4842,La Playa St&Cabrillo St SE-NS/BZ,37.77321,-122.50999,2,2..5
14843,4843,La Playa St&Cabrillo St SW-FS/BZ,37.77321,-122.51006,156,100..200
14844,4844,La Playa St&Fulton St NE-FS/BZ,37.77169,-122.50984,10,10..20
14845,4845,Larkin St&Beach St SE-NS/SB,37.80635,-122.42208,1,0..2
14846,4846,Larkin St&Eddy St SE-NS/BZ,37.78323,-122.41742,93,50..100
14847,4847,Larkin St&Golden Gate Ave NE-FS/BZ,37.78169,-122.41711,71,50..100
14848,4848,Larkin St&Grove St NE-FS/BZ,37.7789,-122.41655,127,100..200
14851,4851,Larkin St&O'Farrell St SE-NS/BZ,37.78508,-122.41779,42,20..50
14852,4852,Lawton St&7th Ave NW-FS/PS,37.75861,-122.46409,11,10..20
14853,4853,Lawton St&7th Ave SW-NS/PS,37.75847,-122.46388,13,10..20
14854,4854,Lawton St&9th Ave NE-NS/PS,37.75852,-122.4658,12,10..20
14862,4862,Leavenworth St&Bush St SE-NS/BZ,37.78922,-122.41529,6,5..10
14863,4863,Leavenworth St&California St SE-NS,37.79109,-122.41567,4,2..5
14864,4864,Leavenworth St&Clay St SE-NS/BZ,37.79295,-122.41604,1,0..2
14865,4865,Leavenworth St&Geary St SE-NS/BZ,37.78643,-122.4147,16,10..20
14866,4866,Leavenworth St&Jackson St SE-NS/PS,37.79465,-122.41638,1,0..2
14867,4867,Leavenworth St&O'Farrell St SE-NS,37.7855,-122.41453,19,10..20
14868,4868,Leavenworth St&Pine St SE-NS/BZ,37.79015,-122.41548,1,0..2
14869,4869,Leavenworth St&Post St SE-NS/BZ,37.78736,-122.41488,12,10..20
14870,4870,Leavenworth St&Sacramento St SE-NS,37.79206,-122.41586,2,2..5
14871,4871,Leavenworth St&Sutter St SE-NS/BZ,37.78832,-122.4151,7,5..10
14876,4876,Laguna Honda Blvd&Balceta Ave E-NS,37.74537,-122.45709,1,0..2
14877,4877,Laguna Honda Blvd&Balceta Ave S-FS,37.74529,-122.45718,0,0..2
14878,4878,Laguna Honda Bl&Clarendon Ave SW-FS,37.75112,-122.46135,1,0..2
14881,4881,Geneva Ave&Howth St E-NS/BZ,37.72212,-122.44998,14,10..20
14882,4882,Geneva Ave&Howth St S-FS/PS,37.72198,-122.45007,15,10..20
14883,4883,Geneva Ave&Madrid St S-FS/BZ,37.71477,-122.43759,29,20..50
14884,4884,Geneva Ave&Madrid St N-FS/BZ,37.71514,-122.43803,47,20..50
14886,4886,Geneva Ave & Mission St E-NS/BZ,37.71647,-122.44087,228,200..500
14888,4888,Geneva Ave&Munich St W-NS/BZ,37.71295,-122.43303,76,50..100
14889,4889,Geneva Ave&Moscow St N-FS/BZ,37.71333,-122.43396,33,20..50
14890,4890,Geneva Ave&Naples St E-NS/BZ,37.71425,-122.43604,50,50..100
14891,4891,Geneva Ave&Naples St S-FS/BZ,37.71403,-122.43596,75,50..100
14892,4892,Geneva Ave&Paris St E-NS/PS,37.71571,-122.43931,1,0..2
14893,4893,Geneva Ave&Paris St W-NS/PS,37.71568,-122.43961,1,0..2
14894,4894,Geneva Ave&Prague St E-NS/BZ,37.71283,-122.43181,42,20..50
14895,4895,Geneva Ave&Rio Verde St SE-FS/BZ,37.70694,-122.41553,89,50..100
14898,4898,Geneva Ave&San Jose Ave S-MB/BZ,37.72073,-122.44669,6,5..10
14899,4899,Geneva Ave&Santos St E-NS/PS,37.70837,-122.41995,8,5..10
14900,4900,Geneva Ave&Santos St N-FS/BZ,37.70848,-122.42035,162,100..200
14905,4905,Gough St&Sacramento St NE-FS/BZ,37.79104,-122.42577,37,20..50
14908,4908,Grafton Ave&Capitol Ave SW-NS/PS,37.71995,-122.45929,30,20..50
14910,4910,Grafton Ave&Granada Ave SW-NS/SB,37.71996,-122.45725,10,10..20
14911,4911,Grafton Ave&Harold Ave NE-NS,37.72008,-122.453,1,0..2
14912,4912,Grafton Ave&Jules Ave SW-NS/PS,37.71995,-122.46133,15,10..20
14913,4913,Grafton Ave&Lee St SW-NS,37.71999,-122.45421,2,2..5
14915,4915,Grafton Ave&Plymouth Ave SW-NS/PS,37.71996,-122.45623,35,20..50
14934,4934,Gateview Ave&Bayside Dr NE-NS,37.82985,-122.37525,28,20..50
14935,4935,Gateview Ave&Mason Ct SW-FS/SB,37.82818,-122.37722,19,10..20
14936,4936,Gateview Ave&Northpoint Dr NE-MB,37.82982,-122.37348,29,20..50
14937,4937,Hahn St&Sunnydale Ave NE-FS/PS,37.71201,-122.4159,81,50..100
14938,4938,Hahn St&Sunnydale Ave N-NS/PS,37.71203,-122.41605,67,50..100
14940,4940,Haight St&Baker St NE-NS/BZ,37.77093,-122.44026,18,10..20
14941,4941,Haight St&Buchanan St NE-NS/BZ,37.77261,-122.42706,12,10..20
14942,4942,Haight St&Buchanan St SW-NS/BZ,37.77243,-122.42732,28,20..50
14943,4943,Haight St&Buena Vista East Ave S,37.77075,-122.44055,45,20..50
14946,4946,Haight St&Clayton St NE-NS/BZ,37.76989,-122.44847,23,20..50
14947,4947,Haight St&Clayton St SW-NS/BZ,37.76971,-122.44866,62,50..100
14950,4950,Haight St&Divisadero St NW-FS/BZ,37.77129,-122.43737,60,50..100
14951,4951,Haight St&Divisadero St SE-FS/BZ,37.77123,-122.43674,73,50..100
14952,4952,Haight St&Fillmore St NW-FS/BZ,37.77214,-122.43076,101,100..200
14953,4953,Haight St&Fillmore St SE-FS/BZ,37.7721,-122.43035,73,50..100
14954,4954,Haight St&Gough St NW-FS/BZ,37.77318,-122.42255,46,20..50
14955,4955,Haight St&Laguna St NW-FS/BZ,37.77276,-122.42584,18,10..20
14957,4957,Haight St&Masonic Ave NW-FS/BZ,37.77023,-122.44548,24,20..50
14958,4958,Haight St&Masonic Ave SE-FS/BZ,37.7702,-122.44529,112,100..200
14960,4960,Haight St&Pierce St NE-NS/BZ,37.77172,-122.43404,17,10..20
14961,4961,Haight St&Pierce St SW-NS/BZ,37.77161,-122.43385,30,20..50
14962,4962,Haight St&Stanyan St N-MB/BZ,37.76933,-122.45285,40,20..50
14963,4963,Haight St&Stanyan St SE-FS/BZ,37.76917,-122.45308,70,50..100
14964,4964,Hampshire St&24th St SE-NS/SB,37.75283,-122.40722,5,5..10
14968,4968,Harrison St&4th St W-FS/BZ,37.78067,-122.39991,25,20..50
14969,4969,Harrison St&5th St W-FS/BZ,37.77891,-122.40214,19,10..20
14970,4970,Harrison St&6th St W-FS/BZ,37.77715,-122.40436,63,50..100
14973,4973,Harrison St&9th St W-FS/BZ,37.7724,-122.41037,6,5..10
14976,4976,Hawes St&Gilman Ave S-NS/SB,37.7192,-122.39001,35,20..50
15017,5017,Hermann St&Fillmore St NE-NS/BZ,37.77031,-122.42993,17,10..20
15018,5018,Hermann St&Fillmore St SE-FS/BZ,37.77025,-122.4297,14,10..20
15029,5029,Holyoke St&Wayland St NW-NS,37.72522,-122.40812,2,2..5
15030,5030,Holyoke St&Wayland St SE-NS,37.72507,-122.40798,2,2..5
15034,5034,Holloway Ave&Beverly St SW-NS/SB,37.72161,-122.4718,6,5..10
15036,5036,Holloway Ave&Junipero Serra NW-FS,37.72159,-122.47295,2,2..5
15037,5037,Holloway Ave&Junipero Serra SW-NS,37.72149,-122.47271,4,2..5
15038,5038,Howth St&Geneva Ave W-FS,37.72193,-122.45028,2,2..5
15039,5039,Howth St&Mt Vernon Ave N-NS,37.71978,-122.45164,1,0..2
15040,5040,Howth St&Niagra Ave W-FS,37.72063,-122.4511,5,5..10
15041,5041,Hudson Ave&3rd St E-NS/BZ,37.74034,-122.38872,134,100..200
15042,5042,Hudson Ave&Ardath Ct NW-NS,37.73469,-122.38305,0,0..2
15043,5043,Hudson Ave&Cashmere St N-NS,37.73596,-122.38353,7,5..10
15044,5044,Hudson Ave&Ingalls St NW-FS/SB,37.7325,-122.37991,37,20..50
15045,5045,Hudson Ave&Ingalls St W-NS/PS,37.73239,-122.37969,8,5..10
15046,5046,Hudson Ave&Keith St N-FS,37.7377,-122.38412,6,5..10
15047,5047,Hudson Ave&Keith St W-NS,37.73759,-122.38416,2,2..5
15048,5048,Hudson Ave&Mendell St E-NS,37.73896,-122.38628,3,2..5
15049,5049,Hudson Ave&Mendell St W-NS,37.739,-122.38654,3,2..5
15050,5050,Hudson Ave&Whitney Young Cir SE-NS,37.73332,-122.38185,7,5..10
15051,5051,Hudson Ave&Whitney Young Cir SW-FS,37.73336,-122.38212,2,2..5
15065,5065,Hyde St&California St NW-NS/BZ,37.79111,-122.41747,12,10..20
15068,5068,Hyde St&Clay St NW-NS/BZ,37.79287,-122.41784,10,10..20
15071,5071,Hyde St&Grove St SW-FS/BZ,37.77936,-122.41514,37,20..50
15079,5079,Hyde St&Mcallister St NW-NS/BZ,37.78078,-122.41542,61,50..100
15084,5084,Hyde St&Pine St NW-NS/BZ,37.79017,-122.4173,9,5..10
15087,5087,Hyde St&Turk St NW-NS/BZ,37.78265,-122.4158,164,100..200
15092,5092,Industrial St&Bayshore Blvd NE-NS,37.73815,-122.40654,15,10..20
15093,5093,Industrial St&Bayshore Blvd SE-FS,37.73794,-122.40678,16,10..20
15094,5094,Industrial St&Elmira St SE-FS/SB,37.73879,-122.40373,3,2..5
15095,5095,Industrial St&Palou Ave S-NS/PS,37.73955,-122.40101,8,5..10
15096,5096,Industrial St&Revere Ave NE-NS/SB,37.73913,-122.40305,11,10..20
15097,5097,Innes Ave&Earl St E-NS/SB,37.72988,-122.37187,3,2..5
15098,5098,Innes Ave&Earl St W-NS/PS,37.72987,-122.37213,0,0..2
15099,5099,Innes Ave&Fitch St E-NS/PS,37.73094,-122.37376,5,5..10
15100,5100,Innes Ave&Fitch St W-NS//PS,37.73093,-122.37404,1,0..2
15101,5101,Innes Ave&Griffith St E-NS/PS,37.732,-122.37561,14,10..20
15102,5102,Innes Ave&Griffith St W-NS/SB,37.73199,-122.37588,1,0..2
15103,5103,Innes Ave&Hunters Point Blvd N-FS,37.73292,-122.37723,17,10..20
15104,5104,Innes Ave&Hunters Point Blvd W-NS,37.73271,-122.37717,1,0..2
15106,5106,Ingalls St&Beatrice Ln W-FS,37.73058,-122.38034,1,0..2
15107,5107,Ingalls St&Harbor Rd NW-NS/PS,37.73347,-122.38002,20,20..50
15108,5108,Ingalls St&Harbor Rd SE-NS/PS,37.7333,-122.37984,3,2..5
15110,5110,Ingalls St&Revere Ave S-NS,37.72837,-122.3846,25,20..50
15111,5111,Ingalls St&Thomas Ave N-NS,37.72735,-122.38563,13,10..20
15112,5112,Ingalls St&Thomas Ave S-NS,37.72711,-122.38572,4,2..5
15113,5113,Ingalls St&Van Dyke Ave E-FS,37.72604,-122.38669,3,2..5
15114,5114,Ingalls St&Van Dyke Ave N-NS,37.72611,-122.38677,13,10..20
15115,5115,Ingerson Ave&Griffith St E-MI/SB,37.71701,-122.38921,5,5..10
15116,5116,Ingerson Ave&Hawes St E-NS/SB,37.71804,-122.391,34,20..50
15118,5118,Irving St&2nd Ave NE-NS,37.76444,-122.45864,96,50..100
15124,5124,Irving St&Arguello Blvd SW-NS,37.76437,-122.45802,189,100..200
15134,5134,Junipero Serra Blvd&Brotherhd NE-FS,37.71355,-122.47126,4,2..5
15135,5135,J. Serra at S. F. Golf Club SW-FS,37.71071,-122.47132,3,2..5
15136,5136,Junipero Serra Blvd & Font Blvd NW,37.71463,-122.47191,36,20..50
15138,5138,Ocean Ave&Junipero Serra Blvd SE-FS,37.73136,-122.47167,1,0..2
15140,5140,Junipero Serra Blvd&Palmetto Av FS,37.71091,-122.47099,15,10..20
15141,5141,Junipero Serra&Sloat Blvd SW-FS/BZ,37.73431,-122.47168,9,5..10
15145,5145,Jackson St&Divisadero St NE-NS/PS,37.79172,-122.44089,21,20..50
15147,5147,Jackson St&Fillmore St NW-FS/BZ,37.79253,-122.43468,72,50..100
15151,5151,Jackson St&Hyde St NW-FS/PS,37.79461,-122.41829,1,0..2
15158,5158,Jackson St&Polk St NE-NS/PS,37.79419,-122.42129,0,0..2
15160,5160,Jackson St&Scott St NE-NS/PS,37.79193,-122.43924,7,5..10
15161,5161,Jackson St&Scott St SW-NS/PS,37.79177,-122.43961,1,0..2
15162,5162,Jackson St&Steiner St NE-NS/AB,37.79235,-122.43611,3,2..5
15163,5163,Jackson St&Steiner St SW-NS/BZ,37.7922,-122.43632,2,2..5
15165,5165,Jackson St&Van Ness Ave NE-NS/BZ,37.794,-122.42287,49,20..50
15166,5166,Jackson St&Van Ness Ave NW-FS/BZ,37.79395,-122.42315,48,20..50
15167,5167,Jackson St&Webster St NW-FS/BZ,37.79272,-122.43303,150,100..200
15171,5171,Judson Ave&Gennessee St NW-FS/SB,37.72842,-122.45129,7,5..10
15172,5172,Judson Ave&Gennessee St SW-NS/SB,37.7283,-122.45123,4,2..5
15173,5173,Jefferson St&Divisadero St SW-NS/PS,37.80456,-122.44389,1,0..2
15174,5174,Jefferson St&Powell St NW-FS/PS,37.80859,-122.41336,0,0..2
15175,5175,Jefferson St&Taylor St NE-NS/PS,37.80832,-122.41551,0,0..2
15184,5184,Jones St&Beach St NW-NS/PS,37.80713,-122.41732,32,20..50
15185,5185,Jones St&Geary St NW-NS/BZ,37.78686,-122.41325,9,5..10
15186,5186,Jones St&Post St NW-NS/BZ,37.78781,-122.41344,7,5..10
15187,5187,Jones St&Sutter St NW-NS/BZ,37.78869,-122.41361,15,10..20
15189,5189,Judah St&5th Ave SW-NS/PS,37.7623,-122.462,6,5..10
15190,5190,Judah St&6th Ave NE-NS/PS,37.7624,-122.46285,5,5..10
15191,5191,Judah St&7th Ave NW-FS/BZ,37.76233,-122.46435,6,5..10
15192,5192,Judah St&7th Ave SW-NS/BZ,37.7622,-122.46414,9,5..10
15193,5193,Judah St&9th Ave NW-FS/SI,37.76223,-122.46669,92,50..100
15194,5194,Judah St&9th Ave SW-NS/SI,37.76214,-122.46631,87,50..100
15195,5195,Judah St&12th Ave NE-NS/SI,37.76207,-122.46932,20,20..50
15196,5196,Judah St&12th Ave SW-NS/SI,37.76199,-122.46953,23,20..50
15197,5197,Judah St&15th Ave SW-NS/SI,37.76185,-122.47278,41,20..50
15198,5198,Judah St&16th Ave N-MI/SI,37.76194,-122.47363,10,10..20
15199,5199,Judah St&19th Ave NE-NS/SI,37.76174,-122.47692,44,20..50
15200,5200,Judah St&19th Ave SW-NS/SI,37.76166,-122.47719,168,100..200
15201,5201,Judah St&22nd Ave SE-FS/SI,37.76153,-122.47986,79,50..100
15202,5202,Judah St&23rd Ave NE-NS/SI,37.76155,-122.48116,64,50..100
15203,5203,Judah St&25th Ave NE-NS/SI,37.76145,-122.4833,59,50..100
15204,5204,Judah St&25th Ave SW-NS/SI,37.76137,-122.48356,86,50..100
15205,5205,Judah St&28th Ave NE-NS/SI,37.76131,-122.48651,13,10..20
15206,5206,Judah St&28th Ave SW-NS/SI,37.76123,-122.48676,57,50..100
15207,5207,Judah St&31st Ave NE-NS/SI,37.76117,-122.48972,11,10..20
15208,5208,Judah St&31st Ave SE-FS/SI,37.76111,-122.4895,71,50..100
15209,5209,Judah St&34th Ave NE-NS/SI,37.76103,-122.49293,7,5..10
15210,5210,Judah St&34th Ave SW-NS/SI,37.76096,-122.4932,44,20..50
15211,5211,Judah St&40th Ave NE-NS/SI,37.76074,-122.49936,13,10..20
15212,5212,Judah St&40th Ave SE-FS/SI,37.76068,-122.49915,89,50..100
15213,5213,Judah St&43rd Ave NE-NS/SI,37.7606,-122.50257,6,5..10
15214,5214,Judah St&43rd Ave SW-NS/SI,37.76052,-122.50284,119,100..200
15215,5215,Judah St&46th Ave NE-NS/SI,37.76049,-122.50583,14,10..20
15216,5216,Judah St&46th Ave SW-NS/SI,37.76039,-122.50606,187,100..200
15219,5219,Judah St&Funston Ave NE-NS,37.76208,-122.47033,6,5..10
15220,5220,Judah St&Funston Ave SW-NS,37.76195,-122.47057,13,10..20
15221,5221,Judah &La Playa St NE-NS,37.76036,-122.50901,53,50..100
15223,5223,Judah St&La Playa St SE-FS,37.7603,-122.50818,220,200..500
15224,5224,Judah St&Sunset Blvd NE-NS/SI,37.76092,-122.49567,34,20..50
15225,5225,Judah St&Sunset Blvd SW-NS/SI,37.76085,-122.49581,92,50..100
15227,5227,Kansas St&23rd St IB SE-NS/BZ,37.75443,-122.40249,27,20..50
15228,5228,Kansas St&25th St SE-NS/PS,37.75189,-122.40222,5,5..10
15229,5229,Kansas St&26th St NE-FS/SB,37.75083,-122.40212,6,5..10
15232,5232,Keith St&Oakdale Ave N-NS/PS,37.73258,-122.38663,3,2..5
15233,5233,Keith St&Oakdale Ave S-NS/PS,37.73237,-122.38661,2,2..5
15234,5234,King St&2nd St S-FS/SI,37.77972,-122.38987,98,50..100
15235,5235,King St&2nd St S-NS,37.7796,-122.38955,34,20..50
15236,5236,King St&2nd St W-FS/SB,37.7798,-122.38994,9,5..10
15237,5237,King St&2nd St W-NS/SI,37.77962,-122.38982,38,20..50
15242,5242,Kiska Rd&Ingalls St E-NS,37.73108,-122.37939,8,5..10
15243,5243,Laguna Honda Bl.&Clarendon Ave E-MB,37.75071,-122.46092,6,5..10
15244,5244,Laguna Honda Blvd&Dewey Blvd E-NS,37.74723,-122.45908,4,2..5
15245,5245,Forest Hill Station NE-FS/PS,37.74833,-122.45884,38,20..50
15247,5247,Forest Hill Station NW NS/SB,37.74821,-122.45891,64,50..100
15249,5249,Laguna Honda Blvd&Idora Ave E-NS/SB,37.744,-122.45641,0,0..2
15250,5250,Laguna Honda Blvd&Idora Ave W-NS/SB,37.74415,-122.45663,1,0..2
15253,5253,Laguna Honda Blvd&Noriega St SW-FS,37.75465,-122.4638,1,0..2
15254,5254,Laguna Honda Blvd&Portola Dr W-NS,37.74311,-122.45548,10,10..20
15255,5255,Laguna Honda Blvd&Ulloa St E-NS/BZ,37.74347,-122.45578,13,10..20
15256,5256,Laguna Honda Blvd&Vasquez Ave S-FS,37.74602,-122.45816,2,2..5
15263,5263,Lincoln Blvd&Bowley St SE-NS/SB,37.78839,-122.48246,8,5..10
15269,5269,Lincoln Blvd&Pershing Dr SE-NS/SB,37.79209,-122.48097,2,2..5
15272,5272,Lombard St&Divisadero St SW-NS/BZ,37.79888,-122.44274,4,2..5
15273,5273,Lombard St&Divisadero St NW-FS/BZ,37.79908,-122.44286,3,2..5
15274,5274,Lombard St&Fillmore St SW-NS/BZ,37.79971,-122.43613,9,5..10
15275,5275,Lombard St&Fillmore St NE-NS/BZ,37.79988,-122.43596,2,2..5
15280,5280,Lombard St&Laguna St NE-NS/SB,37.80057,-122.43101,1,0..2
15281,5281,Lombard St&Laguna St SW-NS/SB,37.80037,-122.43121,1,0..2
15284,5284,Lombard St&Pierce St SW-NS/BZ,37.79929,-122.43942,3,2..5
15285,5285,Lombard St&Pierce St NE-NS/BZ,37.79954,-122.43919,1,0..2
15288,5288,La Salle Ave&Ingalls St NE-FS,37.73077,-122.3814,4,2..5
15289,5289,La Salle Ave&Newcomb Ave E-NS,37.73298,-122.38479,2,2..5
15290,5290,La Salle Ave&Osceola Dr SE-NS,37.73137,-122.38172,,
15291,5291,Louisburg St&Geneva Ave S-NS,37.72163,-122.44935,3,2..5
15292,5292,Louisburg St&Niagra Ave S-NS,37.72039,-122.45013,3,2..5
15295,5295,Lincoln Way&3rd Ave SW-NS/BZ,37.76612,-122.46014,5,5..10
15296,5296,Lincoln Way&5th Ave NW-FS/BZ,37.76618,-122.46246,6,5..10
15297,5297,Lincoln Way&5th Ave SE-FS/BZ,37.76605,-122.46189,8,5..10
15300,5300,Lincoln Way&9th Ave NW-FS/BZ,37.766,-122.46675,58,50..100
15301,5301,Lincoln Way&9th Ave SE-FS/BZ,37.76586,-122.46623,51,50..100
15304,5304,Lincoln Way&15th Ave NW-FS/BZ,37.76572,-122.47322,2,2..5
15305,5305,Lincoln Way&15th Ave SW-NS/BZ,37.76556,-122.47305,4,2..5
15306,5306,Lincoln Way&17th Ave NW-FS/BZ,37.76562,-122.47542,1,0..2
15307,5307,Lincoln Way&17th Ave SW-NS/BZ,37.76546,-122.47524,12,10..20
15309,5309,Lincoln Way&19th Ave NW-FS/BZ,37.76553,-122.47761,36,20..50
15310,5310,Lincoln Way&21st Ave NW-FS/BZ,37.76543,-122.4797,11,10..20
15311,5311,Lincoln Way&21st Ave SW-NS/BZ,37.76529,-122.47949,14,10..20
15312,5312,Lincoln Way&23rd Ave NW-FS/BZ,37.76533,-122.48184,14,10..20
15313,5313,Lincoln Way&23rd Ave SW-NS/BZ,37.7652,-122.48163,13,10..20
15314,5314,Lincoln Way&25th Ave NW-FS/BZ,37.76522,-122.48399,32,20..50
15315,5315,Lincoln Way&25th Ave SE-FS/BZ,37.76511,-122.48336,18,10..20
15316,5316,Lincoln Way&27th Ave NW-FS/BZ,37.76513,-122.48614,3,2..5
15317,5317,Lincoln Way&27th Ave SE-FS/BZ,37.76502,-122.48551,7,5..10
15318,5318,Lincoln Way&29th Ave NW-FS/BZ,37.76503,-122.48827,2,2..5
15319,5319,Lincoln Way&30th Ave SE-FS/BZ,37.76488,-122.48871,12,10..20
15320,5320,Lincoln Way&31st Ave NW-FS/BZ,37.76494,-122.49042,4,2..5
15321,5321,Lincoln Way&33rd Ave NW-FS/BZ,37.76484,-122.49257,3,2..5
15323,5323,Lincoln Way&35th Ave NW-FS/BZ,37.76475,-122.49471,1,0..2
15325,5325,Lincoln Way&Arguello Blvd SW-NS/BZ,37.76598,-122.45796,11,10..20
15326,5326,Lincoln Way&Funston Ave NW-FS/BZ,37.76581,-122.47103,8,5..10
